animal_id,name,datetime,found_location,type,intake_condition,sex,age,breed,color_primary,color_secondary,num_stays,avg_stay_len
A730270,*Indy,2016-07-01 11:37:00,1020 Grove Blvd in Austin (TX),Stray,Normal,Intact Male,3 months,Labrador Retriever Mix,Black,White,1,23.0
A730273,N/A,2016-07-01 11:57:00,Lavendale Ct in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair Mix,White,,1,8.0
A730274,Penny,2016-07-01 11:57:00,Lavendale Ct in Austin (TX),Stray,Normal,Intact Female,1 year,Yorkshire Terrier Mix,White,,1,5.0
A730275,Chai,2016-07-01 12:14:00,Burnet And 183 in Austin (TX),Stray,Normal,Intact Female,1 year,Chinese Sharpei Mix,Brown,,4,20.25
A730283,*Jasper,2016-07-01 13:39:00,7100 Us 290 #71 in Austin (TX),Stray,Sick,Intact Male,2 months,Labrador Retriever Mix,White,,1,20.0
A730285,N/A,2016-07-01 13:39:00,7100 Us 290 #71 in Austin (TX),Stray,Sick,Intact Female,2 months,Labrador Retriever Mix,Tricolor,,1,9.0
A730292,Canela,2016-07-01 14:14:00,1404 Crete Ln in Travis (TX),Stray,Normal,Intact Female,7 months,Boxer Mix,Tan,White,1,4.0
A730300,*Panda,2016-07-01 16:03:00,12463 Los Indios Trl in Austin (TX),Stray,Normal,Spayed Female,7 years,Chihuahua Shorthair Mix,Tricolor,,1,10.0
A730304,*Colin,2016-07-01 16:39:00,2800 Del Curto Rd in Austin (TX),Stray,Normal,Neutered Male,2 years,Labrador Retriever Mix,Red,,1,11.0
A730318,Liberty,2016-07-01 18:10:00,William Cannon And Ih 35 in Austin (TX),Stray,Normal,Intact Female,1 year,Beagle Mix,Tricolor,,1,9.0
A730322,*Champ,2016-07-01 19:03:00,3014 W William Cannon in Austin (TX),Stray,Normal,Intact Male,7 months,Jack Russell Terrier Mix,White,White,1,5.0
A730330,*Saucer,2016-07-02 12:00:00,Winwick Way & Rodeo in Austin (TX),Stray,Normal,Spayed Female,2 years,Black Mouth Cur Mix,Tan,Black,4,119.5
A730331,Jake,2016-07-02 12:21:00,6006 Mojave Dr in Austin (TX),Stray,Normal,Neutered Male,4 years,Labrador Retriever Mix,Brown,,1,19.0
A730333,*Quincy,2016-07-02 12:31:00,12700 Ring Dr in Manor (TX),Stray,Normal,Intact Male,3 years,Pit Bull Mix,White,Blue,1,22.0
A730334,N/A,2016-07-02 12:33:00,Chateau Village Way And Bluff Springs in Austin (TX),Stray,Normal,Intact Male,1 year,Chihuahua Shorthair Mix,Black,Tan,1,4.0
A730339,N/A,2016-07-02 12:57:00,552 W Johanna St in Austin (TX),Stray,Normal,Intact Female,2 months,Miniature Schnauzer Mix,Black,White,1,5.0
A730342,*Chase,2016-07-02 13:04:00,500 Tomson Ln &183 in Austin (TX),Stray,Normal,Intact Male,1 year,Pit Bull Mix,Red,White,1,20.0
A730343,N/A,2016-07-02 13:23:00,Delmar Ave in Austin (TX),Stray,Normal,Intact Female,1 year,Cardigan Welsh Corgi Mix,White,,1,4.0
A730348,N/A,2016-07-02 14:32:00,4700 Riverside in Austin (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Brown,White,1,4.0
A730349,Luna,2016-07-02 14:32:00,4700 Riverside in Austin (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Black,,1,5.0
A730350,*Caleb,2016-07-02 14:58:00,12528 Los Cielos in Del Valle (TX),Stray,Normal,Intact Male,2 years,Pit Bull Mix,Tan,White,1,69.0
A730352,N/A,2016-07-02 16:06:00,5400 Freidrich in Austin (TX),Stray,Normal,Intact Male,1 month,Chihuahua Shorthair Mix,Blue,White,1,36.0
A730354,Mia,2017-05-01 13:45:00,307 Craigmont Dr in Austin (TX),Stray,Normal,Spayed Female,1 year,Pit Bull Mix,Blue,White,2,25.0
A730363,Nina,2016-07-03 08:11:00,Dittmar & Manchaca in Austin (TX),Stray,Normal,Spayed Female,10 years,Akita Mix,Black,Brown,1,27.0
A730371,*Sable,2016-07-03 12:09:00,3112 E Cesar Chavez St in Austin (TX),Stray,Normal,Intact Female,2 years,Pit Bull Mix,Blue,,1,10.0
A730377,Keeba,2016-07-03 13:02:00,West Gate & William Cannon in Austin (TX),Stray,Normal,Intact Female,5 years,Bulldog Mix,Brown,White,2,17.5
A730378,Brew,2016-07-03 13:02:00,West Gate & William Cannon in Austin (TX),Stray,Normal,Intact Male,4 years,Bulldog Mix,Tan,,3,7.0
A730385,*Zoey,2016-07-03 14:48:00,5901 Idlewood Cv in Austin (TX),Stray,Normal,Intact Female,1 year,Pit Bull Mix,Brown,White,1,7.0
A730387,N/A,2016-07-03 15:27:00,11309 April Drive in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Longhair Mix,White,Tan,1,4.0
A730393,N/A,2016-07-03 15:58:00,2317 S Pleasant Valley Dr in Austin (TX),Stray,Normal,Neutered Male,3 years,Chihuahua Shorthair Mix,Black,White,1,4.0
A730395,*Oscar,2016-07-03 16:25:00,S Ih 35 Frontage Rd & W Slaughter Ln in Austin (TX),Stray,Normal,Intact Male,1 year,Chihuahua Shorthair Mix,Black,,1,9.0
A730396,*Georgia,2016-07-03 16:25:00,S Ih 35 Frontage Rd & W Slaughter Ln in Austin (TX),Stray,Normal,Intact Female,5 years,Great Pyrenees Mix,White,,1,9.0
A730398,*Fincher,2016-07-03 17:00:00,6403 Johnny Morris Unit 10 in Austin (TX),Stray,Normal,Neutered Male,3 years,German Shepherd Mix,Tan,,1,18.0
A730400,*Hidalgo,2016-07-03 23:22:00,Mountain Quail in Austin (TX),Stray,Normal,Intact Male,2 years,German Shepherd Mix,Tricolor,,1,34.0
A730406,*Bert,2016-07-04 11:05:00,Bliss Spillar Rd & South Farm To Market 1626 in Travis (TX),Stray,Normal,Intact Female,9 months,Manchester Terrier Mix,Tricolor,,1,7.0
A730430,N/A,2016-07-04 16:02:00,1830 Simond Ave in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair Mix,Tan,White,1,4.0
A730461,N/A,2016-07-05 11:28:00,905 Fairfield Dr in Austin (TX),Stray,Normal,Intact Male,2 years,Border Terrier Mix,Tan,White,1,5.0
A730468,Loui,2017-01-29 18:11:00,1995 Faro Dr in Austin (TX),Stray,Normal,Neutered Male,10 years,Chihuahua Shorthair Mix,Tricolor,,1,4.0
A730482,Segny,2016-07-05 14:14:00,Manor (TX),Owner Surrender,Normal,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan,,1,4.0
A730492,*Dahlia,2016-07-05 15:59:00,Bullick Hollow Rd in Austin (TX),Stray,Normal,Spayed Female,2 years,American Bulldog Mix,White,Brown,1,20.0
A730495,*Honey,2016-07-05 16:19:00,1300 Crossing Pl in Austin (TX),Stray,Normal,Intact Female,4 months,German Shepherd Mix,Red,,2,3.0
A730500,*Mila,2016-07-16 13:42:00,6008 Sandshof Dr in Austin (TX),Stray,Normal,Intact Female,6 months,Labrador Retriever Mix,Black,,1,6.0
A730508,*Nate,2016-07-05 17:32:00,Montopolis Dr & Felix Ave in Austin (TX),Stray,Normal,Intact Male,1 year,Australian Shepherd Mix,White,Brown,1,16.0
A730512,Sadie,2016-07-05 18:03:00,12118 Walnut Creek Crs in Austin (TX),Stray,Normal,Intact Female,1 month,Rat Terrier Mix,Red,,1,3.0
A730516,N/A,2016-07-05 18:41:00,8000 Decker Ln in Austin (TX),Stray,Normal,Intact Female,5 months,Chihuahua Shorthair Mix,Tricolor,,1,4.0
A730527,Theodore,2016-07-06 10:11:00,Montopolis And Riverside in Austin (TX),Stray,Normal,Intact Male,1 year,Pug Mix,White,Brown,1,4.0
A730529,N/A,2016-07-06 11:02:00,4620 Raintree Blvd in Austin (TX),Stray,Normal,Intact Female,4 weeks,Australian Shepherd Mix,Brown,White,1,25.0
A730531,Olive,2016-07-06 11:02:00,4620 Raintree Blvd in Austin (TX),Stray,Normal,Intact Female,4 weeks,Australian Shepherd Mix,Brown,White,1,24.0
A730532,N/A,2016-07-06 11:02:00,4620 Raintree Blvd in Austin (TX),Stray,Normal,Intact Male,4 weeks,Australian Shepherd Mix,Brown,White,1,25.0
A730533,*Katy,2016-07-06 11:02:00,Whitebead Trl And Running Deer Trl in Austin (TX),Stray,Normal,Intact Female,4 months,German Shepherd Mix,Tricolor,,1,8.0
A730538,Solovino,2016-07-06 11:34:00,1107 Perry in Austin (TX),Stray,Normal,Neutered Male,1 year,Chihuahua Longhair Mix,Brown,White,1,5.0
A730540,Kane,2016-07-06 11:55:00,6900 Crystalbrook Dr in Austin (TX),Stray,Normal,Intact Male,1 year,Pit Bull Mix,Tan,White,2,10.5
A730545,Ty,2016-07-06 12:45:00,8501 Cameron Rd in Austin (TX),Stray,Normal,Neutered Male,2 years,Pit Bull Mix,Brown,White,1,109.0
A730550,*Jackie,2016-07-06 13:29:00,Hwy 183 And 290 in Austin (TX),Stray,Normal,Intact Female,5 years,Labrador Retriever Mix,Brown,,1,10.0
A730554,*Sampson,2016-07-06 14:13:00,4972 E Sh 71 in Travis (TX),Stray,Normal,Intact Male,5 months,Labrador Retriever Mix,Black,White,1,5.0
A730568,Baggetta,2016-07-06 20:09:00,9003 Hunters Trce in Austin (TX),Stray,Normal,Intact Male,2 years,Pit Bull Mix,Brown,White,2,9.5
A730569,Mama,2016-07-06 20:09:00,9003 Hunters Trace in Austin (TX),Stray,Normal,Intact Female,2 years,Pit Bull Mix,Blue,White,1,9.0
A730574,*Spring,2016-07-07 07:33:00,Riverside & Vargas in Austin (TX),Stray,Normal,Intact Female,4 months,Labrador Retriever Mix,Black,,1,4.0
A730586,*Melody,2016-07-07 11:07:00,1100 Cumberland Rd in Austin (TX),Stray,Normal,Intact Female,6 years,Chihuahua Shorthair Mix,White,Red,1,5.0
A730587,*Richey,2016-07-07 11:10:00,Maha Rd Aand Schreiber Ln in Austin (TX),Stray,Normal,Neutered Male,2 years,Jack Russell Terrier Mix,Tricolor,,1,12.0
A730589,Joe,2016-07-07 11:21:00,5717 Kleberg Tr in Austin (TX),Stray,Normal,Neutered Male,2 years,Chow Chow Mix,Black,,1,4.0
A730595,*Hazel,2016-07-07 11:51:00,Braker And Wedgewood in Austin (TX),Stray,Normal,Intact Female,1 year,Pointer Mix,Brown,White,1,5.0
A730597,*Hamlet,2016-07-07 12:21:00,4401 Fm973 in Austin (TX),Stray,Normal,Intact Male,10 months,Jack Russell Terrier Mix,Tan,White,1,9.0
A730599,*Lilac,2016-07-07 12:26:00,2120 Fm 1626 in Travis (TX),Stray,Normal,Intact Female,1 year,Manchester Terrier Mix,Tricolor,,1,4.0
A730602,*Link,2016-07-07 12:38:00,6040 W Hw 290 in Austin (TX),Stray,Normal,Intact Male,9 months,Labrador Retriever Mix,Brown,Tan,3,8.333333333333334
A730603,*Solomon,2016-07-07 12:38:00,6040 W Hw 290 in Austin (TX),Stray,Normal,Intact Male,9 months,Labrador Retriever Mix,Brown,Tan,1,9.0
A730623,Marley,2016-07-07 14:43:00,5014 E Cesar Chavez St in Austin (TX),Stray,Normal,Intact Female,1 month,Jack Russell Terrier Mix,White,Brown,1,4.0
A730624,Luna,2016-07-07 14:59:00,6872 Daffan Ln in Austin (TX),Stray,Normal,Intact Female,2 years,German Shepherd Mix,White,White,1,38.0
A730625,Bowser,2016-07-09 09:05:00,Lago Vista (TX),Owner Surrender,Normal,Neutered Male,10 months,Beagle Mix,Brown,,1,15.0
A730629,Rosie,2016-07-07 15:22:00,912 Fall Creek Dr in Austin (TX),Stray,Injured,Spayed Female,6 years,Labrador Retriever Mix,Black,White,1,28.0
A730631,Arbiter,2016-07-07 15:48:00,1626 Nash Hernandez in Austin (TX),Stray,Normal,Intact Male,1 year,Labrador Retriever Mix,Tan,,1,7.0
A730633,N/A,2016-07-07 15:56:00,2210 Deadwood Dr in Austin (TX),Stray,Normal,Intact Male,3 years,Yorkshire Terrier Mix,White,Tricolor,1,4.0
A730646,*Meisha,2016-07-07 23:51:00,Slaughter & Brodie Ln in Austin (TX),Stray,Normal,Intact Female,3 months,Labrador Retriever Mix,Black,,1,6.0
A730651,*Markella,2016-07-08 07:51:00,Gardner in Austin (TX),Stray,Normal,Intact Female,2 months,Pointer Mix,Black,White,1,13.0
A730671,*Ricco,2016-07-08 12:34:00,8315 Elroy Rd in Del Valle (TX),Stray,Normal,Intact Male,4 months,Labrador Retriever Mix,Red,White,1,24.0
A730680,*Godfrey,2016-07-08 15:02:00,12201 Prairie Glen in Travis (TX),Stray,Normal,Intact Male,1 year,Catahoula Mix,Brown,,1,5.0
A730683,*Brooke,2016-07-08 16:33:00,1205 Sheldon Cv in Austin (TX),Stray,Normal,Intact Female,4 years,Labrador Retriever Mix,Brown,,1,6.0
A730704,Finola,2016-07-09 10:33:00,E Stassney  Ln in Austin (TX),Stray,Normal,Intact Female,4 months,German Shepherd Mix,Tan,Black,1,4.0
A730705,*Nelson,2016-07-09 10:55:00,Us-183 & Fm 812 in Austin (TX),Stray,Normal,Intact Male,2 years,Border Collie Mix,Black,White,1,86.0
A730712,N/A,2016-07-09 11:18:00,1800 E Stassney Ln in Austin (TX),Stray,Normal,Intact Male,2 months,Chihuahua Shorthair Mix,Tan,Brown,1,4.0
A730713,*Kip,2016-07-09 11:45:00,Barton Creek 360 Trail Access in Austin (TX),Stray,Sick,Intact Male,4 years,Great Pyrenees Mix,White,,1,9.0
A730728,Lola,2016-07-09 12:11:00,10401 Research Blvd in Austin (TX),Stray,Normal,Intact Female,1 month,Labrador Retriever Mix,Black,White,1,4.0
A730730,*Trucker,2016-07-09 12:42:00,5409 Purple Sage in Austin (TX),Stray,Normal,Intact Male,7 months,Basset Hound Mix,White,Tan,1,5.0
A730732,N/A,2016-07-09 12:43:00,2425 E Riverside in Austin (TX),Stray,Normal,Intact Female,2 months,Pit Bull Mix,Brown,,1,4.0
A730736,*Teddy,2016-07-09 13:46:00,2500 E Riverside Dr in Austin (TX),Stray,Normal,Intact Male,2 years,Australian Cattle Dog Mix,Tan,,2,9.0
A730737,N/A,2016-07-09 13:46:00,2500 E Riverside Dr in Austin (TX),Stray,Normal,Intact Male,4 months,German Shepherd,Black,Tan,1,6.0
A730745,*Charlotte,2016-07-09 17:17:00,801 Salem in Austin (TX),Stray,Normal,Intact Female,1 year,Miniature Poodle Mix,White,,1,4.0
A730754,*Tami,2016-07-12 09:20:00,1311 Marble Falls Cove in Austin (TX),Stray,Normal,Intact Female,2 months,Chihuahua Shorthair Mix,White,Tan,1,5.0
A730755,*Mcgruff,2016-07-10 09:44:00,Metric in Austin (TX),Stray,Normal,Intact Male,1 year,Pit Bull Mix,Brown,,2,40.0
A730766,Philo,2016-07-10 13:35:00,1511 Crossing Place in Austin (TX),Stray,Normal,Intact Male,2 months,German Shepherd Mix,Red,Black,1,3.0
A730769,Damon,2016-07-10 14:01:00,6001 Airport Blvd in Austin (TX),Stray,Normal,Intact Male,3 years,American Bulldog Mix,Black,White,2,62.0
A730773,*Belvedere,2016-07-10 14:15:00,2606 Wheeles in Austin (TX),Stray,Normal,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor,,1,11.0
A730774,*Noodles,2016-07-10 14:26:00,Gunter St And Springdale in Austin (TX),Stray,Normal,Intact Male,5 months,Jack Russell Terrier Mix,Black,,1,6.0
A730776,*Timo Marten,2016-07-10 14:33:00,8800 N Ih 35 in Austin (TX),Stray,Normal,Intact Male,3 months,Boxer Mix,Brown,White,1,10.0
A730788,Willy,2016-07-10 15:50:00,Austin (TX),Owner Surrender,Normal,Neutered Male,2 years,German Shepherd Mix,Brown,Black,1,3.0
A730789,Waylon,2016-07-10 15:50:00,Austin (TX),Owner Surrender,Normal,Neutered Male,8 years,Australian Cattle Dog Mix,Black,White,1,12.0
A730796,Sheeba,2016-07-15 16:57:00,S 1St St & W Oltorf St in Austin (TX),Stray,Normal,Intact Female,2 years,Labrador Retriever Mix,Black,Black,1,9.0
A730804,*Dylan,2016-07-11 06:59:00,Cotton Gin Rd & Gofourth Rd in Hays (TX),Stray,Injured,Intact Male,1 month,Cairn Terrier Mix,Black,Tan,1,61.0
A730820,Baby,2016-07-11 11:01:00,13308 Gilwell Drive in Austin (TX),Stray,Normal,Intact Female,1 year,Pit Bull Mix,Blue,White,1,98.0
A730822,Luc,2016-07-11 11:19:00,Austin (TX),Owner Surrender,Normal,Neutered Male,1 year,Harrier Mix,Tricolor,,1,5.0
A730825,Daisy,2016-07-11 11:35:00,Austin (TX),Owner Surrender,Normal,Intact Female,3 years,Chihuahua Shorthair Mix,Tan,,1,4.0
A730826,N/A,2016-07-11 11:42:00,4703 Whirlaway Dr in Del Valle (TX),Stray,Normal,Intact Male,1 year,Queensland Heeler Mix,Blue,Tan,1,4.0
A730827,*Otto,2016-07-11 11:54:00,4901 Copperbend Blvd in Austin (TX),Stray,Sick,Intact Male,2 months,German Shepherd Mix,Black,,1,47.0
A730830,*Leon,2016-07-11 12:29:00,7417 Dee Gabriel Collins Rd in Austin (TX),Stray,Normal,Intact Male,1 year,Australian Shepherd Mix,Brown,,1,5.0
A730831,*Ariel,2016-07-11 12:48:00,3612 Oak Springs in Austin (TX),Stray,Normal,Intact Female,1 year,Pit Bull Mix,Blue,White,1,14.0
A730839,Sloan,2016-07-11 13:25:00,4123 Todd Ln in Austin (TX),Stray,Normal,Intact Male,1 year,Labrador Retriever Mix,Black,,2,17.5
A730849,Stella,2016-07-11 14:57:00,9300 S Ih 35 in Austin (TX),Stray,Normal,Intact Female,5 months,Australian Cattle Dog Mix,Blue,Tan,1,16.0
A730853,*Scrappy,2016-07-11 16:05:00,4500 Steiner Ranch Blvd in Austin (TX),Stray,Normal,Intact Male,4 months,Miniature Schnauzer Mix,Black,Tan,1,9.0
A730858,Vega,2016-07-11 17:09:00,18706 Blake Manor Rd in Manor (TX),Stray,Normal,Spayed Female,4 years,Black/Tan Hound Mix,Black,Tan,2,14.5
A730864,Baby,2016-07-11 23:21:00,12034 Research in Austin (TX),Stray,Normal,Intact Female,4 months,Great Pyrenees Mix,White,,1,3.0
A730871,Sissy,2016-07-12 09:39:00,Austin (TX),Owner Surrender,Normal,Intact Female,2 years,Great Pyrenees,White,,1,10.0
A730872,Sassy,2016-07-12 09:39:00,Austin (TX),Owner Surrender,Normal,Intact Female,2 years,Great Pyrenees Mix,White,,1,106.0
A730878,*Leila,2016-07-12 11:13:00,Izetta Ln & Bonneville Bend in Austin (TX),Stray,Normal,Intact Female,5 months,German Shepherd Mix,Red,Black,1,35.0
A730879,Rudy,2016-07-12 11:13:00,Izetta Ln & Bonneville Bend in Austin (TX),Stray,Normal,Intact Male,5 months,German Shepherd Mix,Red,Black,2,78.5
A730882,N/A,2016-07-12 11:48:00,695 Thompson Ln in Austin (TX),Stray,Normal,Intact Female,1 month,Labrador Retriever Mix,Brown,White,1,4.0
A730885,Floyd,2016-07-12 11:53:00,900 Center Ridge Dr in Austin (TX),Stray,Normal,Intact Male,1 year,Rottweiler Mix,Black,Brown,2,40.5
A730888,Kaly,2016-07-12 12:05:00,14116 Wells School Rd in Travis (TX),Stray,Normal,Intact Female,1 year,Black Mouth Cur Mix,Brown,White,2,66.5
A730892,N/A,2016-07-12 13:27:00,2621 Riddle Road in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair Mix,White,Black,1,4.0
A730898,*Seth,2016-07-16 14:39:00,1000 Neans Dr in Austin (TX),Stray,Normal,Intact Male,4 years,Pit Bull Mix,Black,White,2,65.5
A730903,Eevee,2016-07-12 15:18:00,3010 Lyons Rd in Austin (TX),Stray,Normal,Intact Female,7 months,Pit Bull Mix,Tan,White,1,5.0
A730911,*Buster,2016-07-12 23:13:00,16916 High Noon in Travis (TX),Stray,Normal,Intact Male,2 years,Labrador Retriever Mix,Brown,White,1,36.0
A730931,N/A,2016-07-13 11:15:00,2108 Maxwell Ln in Austin (TX),Stray,Normal,Intact Female,1 year,Cavalier Span Mix,Black,,1,4.0
A730936,Bear,2016-07-13 13:16:00,6100 Felix Ave in Austin (TX),Stray,Normal,Intact Male,4 months,Labrador Retriever Mix,Tan,White,1,4.0
A730937,N/A,2016-07-13 13:16:00,6100 Felix Ave in Austin (TX),Stray,Normal,Intact Male,4 months,Labrador Retriever Mix,White,,1,4.0
A730955,Pearl,2016-07-14 14:00:00,6511 Lakewood Dr in Austin (TX),Stray,Normal,Intact Female,5 months,Jack Russell Terrier Mix,White,,1,5.0
A730961,Cali,2016-07-13 22:17:00,801 E William Cannon in Austin (TX),Stray,Normal,Intact Male,9 months,Anatol Shepherd Mix,Tan,White,1,8.0
A730967,*Maxwell,2016-07-14 07:48:00,Tara Dr & Redrick Dr in Austin (TX),Stray,Normal,Intact Male,2 years,Labrador Retriever Mix,Black,White,1,252.0
A730972,Chico,2016-07-14 09:45:00,Austin (TX),Owner Surrender,Normal,Intact Male,5 months,German Shepherd Mix,Red,Black,1,73.0
A730973,Chula,2016-07-14 09:43:00,6905 Point North Dr in Travis (TX),Stray,Normal,Spayed Female,7 years,Chihuahua Shorthair Mix,Tan,White,1,8.0
A730976,N/A,2016-07-14 10:50:00,Sharps Rd And Foy Dr in Travis (TX),Stray,Normal,Intact Female,2 months,Jack Russell Terrier,White,,1,4.0
A730977,N/A,2016-07-14 10:50:00,Sharps Rd And Foy Dr in Travis (TX),Stray,Normal,Intact Male,2 months,Jack Russell Terrier,Tan,White,1,4.0
A731003,Bailey,2016-07-14 15:56:00,4711 Sara Dr in Austin (TX),Stray,Normal,Intact Female,4 months,Doberman Pinsch Mix,Black,White,2,15.5
A731005,*Brunhilde,2016-07-14 15:56:00,4711 Sara Dr in Austin (TX),Stray,Normal,Intact Female,4 months,Doberman Pinsch Mix,Black,White,1,10.0
A731022,N/A,2016-07-14 17:59:00,124 W Andersan Ln in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair Mix,Brown,,1,3.0
A731031,N/A,2016-07-15 08:16:00,6422 S Hwy 183 in Travis (TX),Stray,Normal,Intact Female,2 years,West Highland Mix,White,,1,4.0
A731036,*Sophie,2016-07-15 09:56:00,Austin (TX),Owner Surrender,Normal,Intact Female,3 years,Toy Poodle Mix,Gray,,1,54.0
A731037,N/A,2016-07-15 09:56:00,Austin (TX),Owner Surrender,Normal,Intact Male,3 weeks,Toy Poodle Mix,Brown,Black,1,40.0
A731038,N/A,2016-07-15 09:56:00,Austin (TX),Owner Surrender,Normal,Intact Female,3 weeks,Toy Poodle Mix,White,,1,40.0
A731039,N/A,2016-07-15 09:56:00,Austin (TX),Owner Surrender,Normal,Intact Female,3 weeks,Toy Poodle Mix,Tan,,1,40.0
A731043,Bobby,2016-07-15 09:56:00,Austin (TX),Owner Surrender,Normal,Intact Male,3 years,Chihuahua Longhair Mix,Tan,,1,2.0
A731051,*Maya,2016-07-15 11:02:00,Bolm Rd And Smith Rd in Austin (TX),Stray,Normal,Spayed Female,1 year,Labrador Retriever Mix,Black,White,1,7.0
A731062,Patrick,2016-07-15 13:19:00,12811 Broughton Way in Austin (TX),Stray,Normal,Neutered Male,4 years,Labrador Retriever Mix,White,Black,1,8.0
A731064,N/A,2016-07-15 12:34:00,Teri Rd And S Ih 35 in Austin (TX),Stray,Normal,Intact Female,2 months,Black Mouth Cur Mix,Tan,,1,4.0
A731082,N/A,2016-07-15 14:26:00,2400 Whickersham in Austin (TX),Stray,Normal,Intact Male,1 year,Dachshund Mix,White,Tan,1,4.0
A731085,Daisy,2016-07-15 14:46:00,3101 West Terrace Drive in Austin (TX),Owner Surrender,Aged,Intact Female,5 years,Chihuahua Shorthair Mix,Brown,White,1,2.0
A731094,*Chuck,2016-07-15 16:41:00,Montopolis And Riverside in Austin (TX),Stray,Normal,Neutered Male,5 months,Australian Cattle Dog,White,Red,1,5.0
A731097,*Douglas,2016-07-16 07:53:00,1413 Demaret Dt in Travis (TX),Stray,Sick,Intact Male,10 years,Chihuahua Shorthair Mix,Tricolor,Black,1,200.0
A731100,Organic,2016-07-16 09:03:00,Montopolis And Riverside in Austin (TX),Stray,Normal,Intact Female,4 months,Pit Bull Mix,White,Brown,1,13.0
A731101,Daisy,2016-07-16 09:23:00,Austin (TX),Owner Surrender,Normal,Spayed Female,4 years,Labrador Retriever Mix,Brown,,1,7.0
A731106,*Harambe,2016-07-16 11:51:00,E Riverside Dr And S Pleasant Valley Rd in Austin (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Black,White,1,150.0
A731107,*Dante,2016-07-16 12:06:00,7033 E Hwy 290 in Austin (TX),Stray,Normal,Intact Male,1 year,Labrador Retriever,Black,,1,10.0
A731109,Ember,2016-07-16 12:35:00,6911 Wentworth in Austin (TX),Stray,Normal,Intact Female,1 month,Akita Mix,Black,Tan,2,2.0
A731111,N/A,2016-07-16 12:46:00,Key View Dr And Hidden View Pl in Austin (TX),Stray,Normal,Intact Male,3 years,Maltese,Tricolor,,1,4.0
A731116,Loki,2016-07-16 13:29:00,Linden Rd And Fagerqust Rd in Del Valle (TX),Stray,Normal,Intact Male,3 months,Pit Bull Mix,Tan,White,2,2.5
A731119,*Lane,2016-07-16 14:36:00,4909 Eastdale Dr in Austin (TX),Stray,Normal,Intact Male,10 years,Labrador Retriever Mix,Black,,1,23.0
A731120,N/A,2016-07-16 14:36:00,Woodrow Ave And Burnet Rd in Austin (TX),Stray,Normal,Intact Female,5 months,Norfolk Terrier Mix,Tan,,1,4.0
A731123,*Hanson,2016-07-16 15:59:00,Manchaca And Slaughter Ln in Austin (TX),Stray,Normal,Intact Male,1 year,Labrador Retriever Mix,Black,,1,44.0
