animal_id,name,datetime,found_location,type,intake_condition,sex,age,breed,color_primary,color_secondary,num_stays,avg_stay_len
A729248,N/A,2016-06-15 11:24:00,7206 Ed Bluestein Blvd in Austin (TX),Stray,Normal,Intact Male,1 year,Great Pyrenees Mix,White,,1,5.0
A729255,*Lucy,2016-06-15 12:14:00,Hog Eye Rd in Austin (TX),Stray,Normal,Intact Female,9 months,Chihuahua Shorthair Mix,White,Brown,2,11.0
A729256,Stubby,2016-06-15 12:19:00,7601 Daffan Ln in Austin (TX),Stray,Normal,Intact Male,4 months,Basenji Mix,Red,White,1,5.0
A729260,*Buttercup,2016-06-15 12:39:00,1300 Park Center Dr in Austin (TX),Stray,Normal,Intact Female,6 months,Pit Bull Mix,Tan,White,2,5.5
A729262,Hobbes,2016-06-15 12:36:00,4700 E Riverside Dr in Austin (TX),Stray,Normal,Neutered Male,1 year,Plott Hound Mix,Brown,,1,4.0
A729263,*Mae,2016-06-15 13:11:00,2001 Serenity Drive in Pflugerville (TX),Stray,Normal,Intact Female,1 year,Pit Bull Mix,Red,,2,134.0
A729276,N/A,2016-06-15 14:50:00,7201 Levander Loop in Austin (TX),Stray,Normal,Intact Male,1 month,Plott Hound Mix,Brown,,1,4.0
A729277,Baby,2016-06-15 14:50:00,7201 Levander Loop in Austin (TX),Stray,Normal,Intact Female,1 month,Plott Hound Mix,Brown,,2,3.0
A729317,Finn,2016-06-16 11:12:00,Bill Hughes Road And Meadow Lea in Austin (TX),Stray,Normal,Intact Male,3 months,Pit Bull Mix,Brown,White,1,4.0
A729323,N/A,2016-06-16 11:46:00,7200 Levander Loop in Austin (TX),Stray,Normal,Intact Female,3 months,Cairn Terrier Mix,Brown,Yellow,1,5.0
A729326,*Jester,2016-06-16 12:38:00,5017 W. 290 in Austin (TX),Stray,Normal,Intact Male,2 years,Pointer Mix,Black,White,1,44.0
A729327,Bonnie,2016-06-16 12:38:00,5017 W. 290 in Austin (TX),Stray,Normal,Intact Female,3 years,Labrador Retriever Mix,Black,White,1,10.0
A729334,N/A,2016-06-16 13:37:00,6308 Saddler Ln in Austin (TX),Stray,Normal,Intact Male,11 months,Maltese Mix,Black,White,1,5.0
A729337,Lemmy,2016-06-16 14:38:00,1830 Simond Ave in Austin (TX),Stray,Normal,Neutered Male,5 years,Chihuahua Shorthair Mix,Tricolor,,1,4.0
A729345,*Popeye,2016-06-16 16:51:00,4600 Nuckols Crossing Rd in Austin (TX),Stray,Normal,Intact Male,1 year,Dachshund Mix,Black,,1,4.0
A729360,N/A,2016-06-17 07:28:00,3108 Spruce Cove in Austin (TX),Stray,Normal,Intact Female,1 month,Jack Russell Terrier,Black,White,1,34.0
A729382,Miho,2016-06-17 12:07:00,12017 Amherst Dr in Austin (TX),Stray,Normal,Neutered Male,10 years,Chihuahua Shorthair Mix,Tricolor,,1,23.0
A729384,Minnie,2016-06-17 12:41:00,124 W Anderson Lane in Austin (TX),Stray,Normal,Intact Female,2 years,Staffordshire Mix,Blue,Brown,2,17.5
A729388,Oliver,2016-06-17 14:56:00,E Riverside Dr & S Pleasant Valley Rd in Austin (TX),Stray,Normal,Intact Male,7 years,Yorkshire Terrier,Gray,Brown,1,18.0
A729389,Lulu,2016-06-17 15:04:00,Austin (TX),Owner Surrender,Normal,Spayed Female,2 years,Australian Kelpie Mix,Brown,,2,2.5
A729404,*Gabe,2016-06-17 16:52:00,Hogeye And Decker Lane in Austin (TX),Stray,Sick,Intact Male,1 year,Labrador Retriever,Black,,1,10.0
A729419,*Rugger,2016-06-18 11:14:00,W William Cannon Dr & Manchaca Rd in Austin (TX),Stray,Normal,Intact Male,1 year,Dachshund Mix,Brown,,1,7.0
A729424,Capitan,2016-06-18 11:11:00,Austin (TX),Owner Surrender,Normal,Neutered Male,2 years,Pit Bull Mix,White,Brown,1,35.0
A729425,Clare,2016-06-18 12:03:00,William Cannon Dr And Brodie Ln in Austin (TX),Stray,Normal,Spayed Female,11 years,Yorkshire Terrier Mix,Brown,Black,1,21.0
A729428,Athena,2016-06-18 12:32:00,Travis (TX),Owner Surrender,Normal,Intact Female,3 years,Golden Retriever Mix,Brown,White,1,56.0
A729431,N/A,2016-06-18 13:35:00,18300 Ovierto Drive in Pflugerville (TX),Stray,Normal,Intact Male,2 years,Miniature Poodle Mix,White,,1,4.0
A729453,*Marigold,2016-06-18 14:42:00,2100 Barton Springs Rd in Austin (TX),Stray,Normal,Spayed Female,1 year,Manchester Terrier Mix,Black,Tan,1,17.0
A729458,Bambi,2016-06-18 15:48:00,1633 Royal Crest Dr in Austin (TX),Owner Surrender,Normal,Intact Male,2 years,Chihuahua Shorthair Mix,White,Black,1,24.0
A729461,Mia,2016-06-18 16:09:00,Austin (TX),Owner Surrender,Normal,Spayed Female,2 years,Border Collie Mix,White,Black,1,2.0
A729468,*Kane,2016-06-18 17:17:00,13309 N Ih35 in Austin (TX),Public Assist,Injured,Intact Male,1 year,Pit Bull Mix,Red,,2,36.5
A729469,*Felix,2016-06-18 16:52:00,6308 Shadow Bend in Austin (TX),Stray,Normal,Intact Male,1 year,Chinese Sharpei Mix,White,Brown,1,29.0
A729474,N/A,2016-06-18 17:19:00,12Th St And Chicon in Austin (TX),Stray,Normal,Intact Female,4 years,Miniature Poodle Mix,White,White,1,4.0
A729479,*Buddy,2016-06-19 02:43:00,8222 N. Lamar in Austin (TX),Stray,Normal,Neutered Male,9 years,Boxer Mix,Brown,White,1,14.0
A729491,Cracker,2016-06-19 11:32:00,13201 Legendary Dr in Austin (TX),Stray,Normal,Intact Male,1 year,German Shepherd Mix,Brown,Tan,2,3.5
A729492,*Sampson,2016-06-19 11:36:00,2526 U.S. 290 Frontage Rd in Austin (TX),Stray,Normal,Intact Male,1 year,German Shepherd Mix,Black,Tan,1,11.0
A729493,*Delilah,2016-06-19 11:36:00,2526 U.S. 290 Frontage Rd in Austin (TX),Stray,Normal,Intact Female,1 year,German Shepherd Mix,Tricolor,,1,7.0
A729500,*Richard,2016-06-19 12:37:00,4705 Leatherleaf Trl in Austin (TX),Stray,Normal,Intact Male,3 years,Staffordshire Mix,White,Brown,1,142.0
A729501,N/A,2016-06-19 13:03:00,1906 Chestnut Ave in Austin (TX),Public Assist,Sick,Intact Female,1 month,Great Pyrenees Mix,Tan,,1,11.0
A729502,*Paul,2016-06-19 13:12:00,11716 Morning View Dr in Del Valle (TX),Stray,Normal,Intact Male,3 years,Bruss Griffon Mix,White,,1,7.0
A729505,Toby,2016-06-19 13:54:00,Austin (TX),Owner Surrender,Normal,Intact Male,7 months,Pit Bull Mix,Black,White,2,4.0
A729518,Lily,2016-08-18 14:41:00,Revere Rd And S Pleasant Valley in Austin (TX),Stray,Normal,Spayed Female,2 years,Australian Cattle Dog Mix,Tricolor,White,1,30.0
A729522,Poppy,2016-06-19 16:24:00,Haney Dr And Miraloma Dr in Austin (TX),Stray,Normal,Intact Male,2 months,Labrador Retriever Mix,Black,,1,4.0
A729523,N/A,2016-06-19 16:24:00,Haney Dr And Miraloma Dr in Austin (TX),Stray,Normal,Intact Male,2 months,Labrador Retriever Mix,Black,,1,3.0
A729525,*Betty,2016-06-19 16:27:00,600 Barwood Park in Austin (TX),Stray,Normal,Intact Female,1 month,Labrador Retriever Mix,Black,White,1,14.0
A729527,*Benny,2016-06-19 16:49:00,5205 Saint Geoges Green in Austin (TX),Stray,Normal,Neutered Male,2 years,Pit Bull Mix,Brown,White,4,30.25
A729554,*Jazz,2016-06-20 11:19:00,2615 Crystal Bend Dr in Pflugerville (TX),Stray,Normal,Spayed Female,10 years,Dachshund Mix,Black,White,1,27.0
A729557,N/A,2016-06-20 11:46:00,710 E Ben White Blvd in Austin (TX),Stray,Normal,Intact Female,1 month,Plott Hound Mix,White,Brown,1,5.0
A729561,Coco,2016-06-20 12:00:00,7000 Millrace in Austin (TX),Stray,Normal,Spayed Female,3 years,English Shepherd Mix,Tricolor,White,1,5.0
A729563,Hazel,2016-06-20 12:25:00,16231 Interstate 35 Frontage Rd in Travis (TX),Stray,Normal,Spayed Female,3 years,Australian Cattle Dog Mix,Tan,White,1,26.0
A729570,Stella,2016-06-20 13:16:00,500 Bastrop Hwy in Austin (TX),Stray,Normal,Intact Female,2 years,Great Pyrenees,White,,1,15.0
A729572,Beebop,2016-06-20 13:32:00,13312 Guarnere in Del Valle (TX),Stray,Normal,Intact Male,1 year,Great Pyrenees Mix,White,Black,1,33.0
A729573,Leo,2016-06-20 13:32:00,13312 Guarnere in Del Valle (TX),Stray,Normal,Intact Male,4 years,Labrador Retriever Mix,Red,Brown,1,26.0
A729575,Pixel,2016-06-20 13:53:00,2300 Southern Oaks Dr in Austin (TX),Stray,Normal,Intact Male,6 years,Yorkshire Terrier Mix,Black,Tan,1,32.0
A729588,Beethoven,2016-06-20 17:01:00,7104 Berkman Dr in Austin (TX),Stray,Normal,Neutered Male,10 years,Basset Hound Mix,White,Brown,1,18.0
A729592,*Toodles,2016-06-20 18:33:00,8000 Decker Ln in Austin (TX),Stray,Normal,Intact Female,4 months,Picardy Sheepdog Mix,Yellow,White,1,6.0
A729594,*Gerald,2016-06-20 18:57:00,1913 Golden Sunrise Ln in Travis (TX),Stray,Normal,Intact Male,5 years,Chihuahua Shorthair Mix,Tan,White,1,5.0
A729606,Elwood,2016-06-21 09:14:00,7000 Decker Ln in Austin (TX),Stray,Normal,Intact Male,2 years,Basset Hound Mix,Brown,,1,5.0
A729613,*Bonnie,2016-06-21 11:37:00,7715 Burleson Manor in Travis (TX),Stray,Normal,Intact Female,2 years,Beagle Mix,Tricolor,,2,3.5
A729615,Jolene,2016-06-21 11:37:00,7715 Burleson Manor in Travis (TX),Stray,Normal,Intact Female,3 years,Beagle Mix,Tricolor,,1,169.0
A729617,N/A,2016-06-21 11:40:00,2907 Rogge Ln in Austin (TX),Stray,Normal,Intact Male,8 months,Chihuahua Longhair Mix,Tan,,1,4.0
A729638,N/A,2016-06-21 13:21:00,10209 Brownie Dr in Austin (TX),Stray,Normal,Intact Female,3 years,Chihuahua Shorthair Mix,Tan,,1,9.0
A729644,*Gable,2016-06-21 15:11:00,3815 S Capital Of Tx Hwy in Austin (TX),Stray,Normal,Intact Male,10 months,Labrador Retriever Mix,Brown,,2,4.0
A729653,Desoto,2017-09-23 17:09:00,10403 Golden Meadow in Austin (TX),Stray,Normal,Intact Male,3 years,Doberman Pinsch,Black,Brown,1,8.0
A729672,Evie,2016-06-22 11:18:00,Travis Heights Blv And Algarita in Austin (TX),Stray,Normal,Intact Female,2 years,Labrador Retriever Mix,Black,,1,5.0
A729680,Charliebrown,2016-06-22 12:05:00,Bastrop Hwy And Spirit Of Texas Dr in Austin (TX),Stray,Normal,Neutered Male,9 months,Harrier Mix,Tricolor,,1,4.0
A729685,N/A,2016-06-22 12:49:00,12707 Pond Woods Rd in Austin (TX),Stray,Normal,Intact Female,11 months,Siberian Husky Mix,Red,White,1,4.0
A729689,N/A,2016-06-22 13:20:00,1950 W William Cannon in Austin (TX),Stray,Normal,Intact Female,2 years,Cairn Terrier Mix,Tan,,2,2.5
A729703,*Fran,2016-06-22 14:51:00,"5600 Johnny Morris Rd, in Austin (TX)",Stray,Normal,Intact Female,1 year,Finnish Spitz Mix,Tan,,1,7.0
A729704,Teal,2016-06-22 15:22:00,Fm 1625 & Colton Bluff Springs Rd in Travis (TX),Stray,Nursing,Intact Female,2 years,Chihuahua Shorthair Mix,Brown,,1,36.0
A729705,*Pierre,2016-06-22 15:29:00,5315 Mission Cir in Austin (TX),Stray,Normal,Intact Male,2 years,Miniature Poodle Mix,White,,1,6.0
A729710,*Gopher,2016-06-22 16:03:00,High View Ranch Dr in Travis (TX),Stray,Normal,Intact Male,5 months,German Shepherd Mix,Black,Tan,1,4.0
A729713,Ramsey,2016-06-22 16:38:00,1156 West Cesar Chavez in Austin (TX),Stray,Normal,Neutered Male,7 years,Golden Retriever Mix,Tan,White,1,3.0
A729752,Buddy,2016-06-23 14:23:00,Windmere And Norwell in Pflugerville (TX),Stray,Normal,Neutered Male,6 months,German Shepherd Mix,Tricolor,,1,4.0
A729754,N/A,2016-06-23 14:35:00,Loyola Dr And Crystalbrook Dr in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair Mix,Black,Tan,1,4.0
A729766,Cookie,2016-06-23 15:42:00,1605 Suffolk in Austin (TX),Stray,Normal,Spayed Female,11 years,Chihuahua Shorthair Mix,Tan,White,1,13.0
A729767,*Tippy,2016-06-23 15:58:00,8720 Escabosa Ln in Austin (TX),Stray,Normal,Spayed Female,6 months,Boxer Mix,White,Brown,1,7.0
A729768,*Cobb,2016-06-23 16:08:00,15900 Giese Ln in Travis (TX),Stray,Normal,Neutered Male,7 months,Black/Tan Hound Mix,Red,Black,2,10.5
A729770,*Amie,2016-06-23 16:57:00,6808 Breezy Hill Dr in Austin (TX),Stray,Normal,Intact Female,1 month,Beagle Mix,White,Black,1,4.0
A729771,N/A,2016-06-23 16:57:00,6808 Breezy Hill Dr in Austin (TX),Stray,Normal,Intact Female,1 month,Beagle Mix,Tricolor,,1,4.0
A729780,*Sheba,2016-06-23 18:17:00,18100 Park Dr in Jonestown (TX),Stray,Normal,Spayed Female,6 years,German Shepherd Mix,Tricolor,,1,26.0
A729783,N/A,2016-06-23 18:38:00,7909 Izetta Ln in Austin (TX),Stray,Normal,Intact Female,8 months,Pembroke Welsh Corgi Mix,Yellow,White,1,4.0
A729814,Petey,2016-06-24 11:42:00,3615 Muson St in Austin (TX),Stray,Normal,Intact Male,1 year,Rat Terrier Mix,White,Red,1,5.0
A729829,Dozer,2016-06-24 13:06:00,Austin (TX),Owner Surrender,Normal,Neutered Male,7 years,Doberman Pinsch Mix,Black,,1,192.0
A729834,*Dino,2016-06-24 14:02:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3 years,Bulldog Mix,Black,White,1,605.0
A729838,Lucy,2016-06-24 14:26:00,1030 Norwood Park in Austin (TX),Public Assist,Normal,Intact Female,1 month,Great Dane Mix,Black,White,1,15.0
A729839,*Jackson,2016-06-24 14:34:00,10504 Mc Millian Dr in Austin (TX),Stray,Normal,Intact Male,2 years,Pit Bull Mix,Black,White,1,188.0
A729840,N/A,2016-06-24 14:35:00,Manchaca Rd And W William Cannon Dr in Austin (TX),Stray,Normal,Intact Male,3 years,Dachshund Mix,Red,,1,4.0
A729859,*Boris,2016-06-24 15:39:00,Hwy 290 And Parmer Ln in Travis (TX),Stray,Normal,Intact Male,2 years,Labrador Retriever Mix,Black,White,1,45.0
A729861,N/A,2016-06-24 15:55:00,Mopac And Braker in Austin (TX),Stray,Normal,Intact Male,2 months,Dachshund Mix,Black,Tricolor,1,6.0
A729863,N/A,2016-06-24 16:02:00,South Congress And Stassney in Austin (TX),Stray,Normal,Intact Female,2 months,Australian Cattle Dog Mix,Tan,White,1,4.0
A729865,Ruger,2016-06-24 16:56:00,Slaughter Ln And Old Lockhart Rd in Austin (TX),Stray,Normal,Intact Male,2 months,Plott Hound Mix,White,Brown,1,5.0
A729871,*Lance,2016-06-24 17:44:00,2300 Nueces St in Austin (TX),Stray,Normal,Intact Male,1 year,Chihuahua Shorthair Mix,Tan,White,1,5.0
A729874,N/A,2016-06-24 18:37:00,Slaughter And Manchaca Ln in Austin (TX),Stray,Normal,Intact Male,5 months,Siberian Husky Mix,Black,White,1,3.0
A729875,Luna,2017-08-01 07:13:00,5404 Palo Blanco in Austin (TX),Stray,Normal,Intact Female,1 year,Miniature Poodle Mix,White,,1,6.0
A729877,*Fisher,2016-06-24 18:45:00,Crooked Creek Drive in Pflugerville (TX),Stray,Sick,Intact Male,3 months,Labrador Retriever Mix,White,Brown,1,28.0
A729884,Murphy,2016-06-25 09:21:00,Brodie Ln & Convict Hill in Austin (TX),Stray,Normal,Intact Male,3 years,Miniature Poodle Mix,White,,1,4.0
A729885,*Sofia,2016-06-25 09:21:00,Brodie Ln & Convict Hill in Austin (TX),Stray,Normal,Intact Female,3 years,Miniature Poodle Mix,Gray,Black,1,7.0
A729893,Mika,2016-06-25 11:16:00,801 E Rundberg Ln in Austin (TX),Stray,Normal,Intact Female,2 months,Dachshund Mix,Black,Tan,1,5.0
A729894,Luna,2016-06-25 11:15:00,Austin (TX),Owner Surrender,Normal,Spayed Female,11 months,Catahoula Mix,White,Black,1,8.0
A729896,Luna,2016-06-25 11:30:00,1601 Royal Crest Dr in Austin (TX),Stray,Normal,Intact Female,2 months,Labrador Retriever Mix,Tan,White,1,5.0
A729898,Jace,2016-06-25 12:03:00,22601 Deidra Dr in Travis (TX),Stray,Normal,Intact Male,2 years,Beagle Mix,Black,Tan,1,9.0
A729907,Khan,2016-06-25 13:06:00,10500 Lakeline Mall Dr in Austin (TX),Stray,Normal,Intact Male,7 months,Border Collie Mix,Black,White,1,107.0
A729908,Reginald,2016-06-25 13:19:00,Manchaca Rd & Crownspoint Dr in Austin (TX),Stray,Normal,Intact Male,2 years,Plott Hound Mix,Black,,2,18.5
A729909,Khonzu,2016-05-11 12:50:00,7101 Ed Bluestein Blvd in Austin (TX),Stray,Normal,Intact Male,0 years,German Shepherd,Brown,Black,1,56.0
A729911,Luke,2016-06-25 14:05:00,Austin (TX),Owner Surrender,Normal,Neutered Male,3 years,Pit Bull Mix,Tan,White,1,3.0
A729912,Snoopy,2016-06-25 14:07:00,W William Cannon Dr & S 1St St in Austin (TX),Stray,Normal,Neutered Male,6 years,Dachshund,White,Brown,1,4.0
A729920,Benji,2016-06-25 15:50:00,2312 Peppertree Ct in Austin (TX),Stray,Normal,Intact Male,2 years,Labrador Retriever Mix,Red,,1,57.0
A729938,*Gina,2016-06-25 18:01:00,8805 North Plaza in Austin (TX),Stray,Normal,Intact Female,2 years,Chihuahua Shorthair Mix,White,,1,28.0
A729941,N/A,2016-06-25 23:09:00,1005 West Stassney Lane in Austin (TX),Stray,Sick,Intact Female,1 month,Border Terrier Mix,Brown,,1,4.0
A729946,Lily,2016-06-26 10:12:00,2628 Gwendolyn Ln in Austin (TX),Public Assist,Normal,Intact Female,3 years,Boxer Mix,Brown,White,2,27.0
A729947,Tyson,2016-06-26 10:12:00,2628 Gwendolyn Ln in Austin (TX),Public Assist,Normal,Intact Male,3 years,Boxer Mix,Brown,,1,46.0
A729952,*Sherlock,2016-06-26 11:13:00,Skyloop Dr & Sunnysky Way in Austin (TX),Stray,Normal,Intact Male,2 years,Chihuahua Shorthair Mix,Tan,,1,9.0
A729962,Tank,2016-06-26 12:15:00,S 1St &  Ben White in Travis (TX),Stray,Sick,Intact Male,8 years,Pit Bull Mix,Black,White,1,6.0
A729965,Sage,2016-06-26 12:27:00,Parmer Rd And Dessau Rd in Austin (TX),Stray,Normal,Neutered Male,2 years,Pit Bull Mix,Tan,White,1,34.0
A729968,Cody,2016-06-26 12:03:00,Austin (TX),Owner Surrender,Normal,Intact Male,11 years,Dachshund Mix,Red,White,1,16.0
A729970,*Montana,2016-06-26 13:17:00,798 E Braker Ln in Austin (TX),Stray,Normal,Intact Male,10 months,Golden Retriever Mix,Tan,,1,5.0
A729976,*Keaton,2016-06-27 13:55:00,Bill Hughes in Austin (TX),Stray,Normal,Intact Female,1 year,Pit Bull Mix,White,Blue,1,16.0
A729987,N/A,2016-07-14 11:48:00,601 Ridgewood in Austin (TX),Stray,Normal,Neutered Male,7 years,Silky Terrier Mix,Tan,Gray,1,4.0
A729994,*Fonzie,2016-06-27 07:41:00,William Cannon & Pleasant Valley in Austin (TX),Stray,Normal,Intact Male,3 years,Pit Bull Mix,White,Red,1,189.0
A729999,Shelby,2016-06-27 09:51:00,2006 Haskell St in Austin (TX),Owner Surrender,Normal,Intact Female,2 months,Chihuahua Shorthair Mix,White,Tan,1,2.0
A730015,Lucy,2016-06-27 12:05:00,Meadow Lake Blvd And E William Cannon Dr in Austin (TX),Stray,Normal,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,White,1,5.0
A730018,N/A,2016-06-27 12:24:00,2805 Palomino Trl in Austin (TX),Stray,Normal,Intact Female,1 year,Dachshund Wirehair Mix,Gray,Tan,1,5.0
A730019,N/A,2016-06-27 12:24:00,2805 Palomino Trl in Austin (TX),Stray,Normal,Intact Female,6 months,German Shepherd Mix,Black,Tan,1,4.0
A730024,Gemma,2016-10-23 09:25:00,Austin (TX),Owner Surrender,Normal,Spayed Female,1 year,Great Pyrenees Mix,Yellow,,2,18.0
A730047,*Terrance,2016-06-27 17:01:00,8011 Beckett Rd in Austin (TX),Stray,Normal,Intact Male,1 year,Jack Russell Terrier Mix,Tricolor,,1,6.0
A730049,*Henry,2016-06-27 16:46:00,Ed Bluestein Blvd & Manor Expy in Austin (TX),Stray,Normal,Neutered Male,6 years,Australian Cattle Dog Mix,Brown,White,2,22.0
A730050,Vita,2016-06-27 16:46:00,Ed Bluestein Blvd & Manor Expy in Austin (TX),Stray,Normal,Spayed Female,3 years,Pit Bull Mix,Blue,White,1,94.0
A730051,Hank,2016-06-27 16:46:00,Ed Bluestein Blvd & Manor Expy in Austin (TX),Stray,Normal,Neutered Male,5 years,Labrador Retriever Mix,Brown,,1,18.0
A730053,Roxy,2016-06-27 18:16:00,4704 Ribbecke Ave in Austin (TX),Stray,Normal,Intact Female,4 years,Pit Bull Mix,Brown,White,1,25.0
A730056,*Mia,2016-06-27 18:34:00,3706 Goodwin Ave in Austin (TX),Stray,Normal,Intact Female,5 years,Boxer Mix,Tricolor,White,1,20.0
A730062,Snyder,2016-06-27 19:33:00,3300 Brandt Rd in Austin (TX),Stray,Injured,Intact Male,2 years,Great Pyrenees Mix,Yellow,,1,61.0
A730072,Shadow,2016-06-28 09:14:00,Ed Acklin & Demita Jo in Travis (TX),Stray,Injured,Spayed Female,2 years,Labrador Retriever Mix,Black,White,1,46.0
A730086,N/A,2016-06-28 11:20:00,Montopolis Dr & E Riverside Dr in Austin (TX),Stray,Normal,Intact Male,1 year,Maltese Mix,White,,1,4.0
A730096,Cowboy,2016-06-28 12:55:00,Austin (TX),Owner Surrender,Normal,Neutered Male,10 years,Miniature Pinscher Mix,Black,Brown,1,24.0
A730097,Dallie,2016-06-28 12:55:00,Austin (TX),Owner Surrender,Normal,Intact Female,10 years,Chihuahua Shorthair Mix,Red,,1,24.0
A730103,*Reuben,2016-06-28 15:19:00,2222 And Lamar in Austin (TX),Stray,Injured,Intact Male,7 months,Labrador Retriever Mix,Red,,1,9.0
A730104,*Punkin,2016-06-28 15:18:00,Von Quintus Rd & Burklund Farms Rd in Travis (TX),Stray,Normal,Intact Female,1 year,Pit Bull Mix,Brown,White,1,36.0
A730113,Blue,2016-06-28 17:23:00,Freidrich Ln & Ponciana Dr in Austin (TX),Stray,Normal,Intact Male,6 years,Australian Cattle Dog,Blue,,2,10.5
A730116,Zoey,2016-06-28 18:36:00,6414 Elroy Rd in Austin (TX),Stray,Normal,Intact Female,4 years,Great Pyrenees,White,Tan,1,11.0
A730129,Chico,2016-06-29 10:48:00,4550 Mueller Blvd in Austin (TX),Stray,Normal,Intact Female,3 years,Pit Bull Mix,Blue,,2,20.0
A730131,*Indiana,2016-06-29 10:45:00,7329 Rhett in Austin (TX),Stray,Normal,Intact Male,2 years,Pit Bull Mix,Blue,Black,1,7.0
A730136,Cassie,2016-06-29 11:17:00,12808 Buckner Rd in Austin (TX),Stray,Normal,Intact Female,1 year,Chihuahua Shorthair Mix,Tan,White,1,4.0
A730138,*Potter,2016-06-29 11:27:00,Marigold Terrace And Montopolis in Austin (TX),Stray,Normal,Intact Male,1 year,Pit Bull Mix,Black,White,1,29.0
A730146,Matilda,2016-06-29 12:20:00,194 Mcdowell Rd in Bastrop (TX),Stray,Normal,Intact Female,1 month,Australian Cattle Dog Mix,Tricolor,,1,4.0
A730148,*Klaus,2016-06-29 12:36:00,3600 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Intact Male,3 years,Pit Bull Mix,White,Tan,1,256.0
A730155,Cami,2016-06-29 14:21:00,9011 Sawtooth Ln in Austin (TX),Owner Surrender,Normal,Spayed Female,2 years,Labrador Retriever Mix,Tan,White,1,25.0
A730157,Bubba,2016-06-29 14:46:00,Tech Ridge Blvd And E Yager Ln in Austin (TX),Stray,Normal,Neutered Male,2 years,Jack Russell Terrier Mix,White,Tan,1,4.0
A730165,*Mikey,2016-06-29 15:58:00,9508 Bock Rd in Travis (TX),Stray,Normal,Intact Male,2 years,Boxer Mix,Brown,,1,75.0
A730173,Skye,2016-07-29 10:28:00,Austin (TX),Owner Surrender,Normal,Intact Female,9 months,Australian Shepherd Mix,Brown,White,1,4.0
A730185,Ozzy,2016-06-30 10:44:00,19400 W.T. Gallaway in Manor (TX),Stray,Normal,Intact Male,3 months,Australian Cattle Dog Mix,Tricolor,,1,4.0
A730189,N/A,2016-06-30 11:03:00,Barbara Jordan Blvd #100 in Austin (TX),Stray,Normal,Spayed Female,2 years,Maltese Mix,White,,1,4.0
A730193,Artie,2016-06-30 11:08:00,Howard Ln And Ih 35 in Austin (TX),Stray,Normal,Intact Male,3 months,Labrador Retriever Mix,Tan,,1,4.0
A730194,*Cici,2016-06-30 11:08:00,Howard Ln And Ih 35 in Austin (TX),Stray,Normal,Intact Female,8 months,Dachshund Mix,Red,Tan,1,5.0
A730195,Sisco,2016-06-30 11:08:00,Howard Ln And Ih 35 in Austin (TX),Stray,Normal,Intact Male,1 year,Dachshund Mix,Red,,1,9.0
A730206,Coco,2016-06-30 11:45:00,Austin (TX),Owner Surrender,Normal,Spayed Female,15 years,Chihuahua Shorthair Mix,Tan,White,1,17.0
A730215,N/A,2016-06-30 12:12:00,1925 Rutland Dr in Austin (TX),Stray,Normal,Intact Female,2 years,Australian Shepherd Mix,White,Brown,1,4.0
A730218,*Chester,2016-06-30 12:37:00,2208 Energy Dr in Austin (TX),Stray,Normal,Intact Male,11 months,Labrador Retriever Mix,Black,White,1,17.0
A730221,*Bruce,2016-06-30 17:28:00,1906 Willow Crek Dr in Austin (TX),Stray,Normal,Intact Male,2 years,Pit Bull Mix,Blue,White,1,16.0
A730223,*Milo,2016-06-30 13:00:00,4804 Scarsdale in Austin (TX),Stray,Sick,Intact Male,3 years,Chihuahua Shorthair Mix,White,Brown,1,5.0
A730227,*Farrah,2016-06-30 14:29:00,10501 Lambert Ln in Austin (TX),Stray,Normal,Intact Female,1 year,Australian Shepherd Mix,Tan,,2,3.5
A730230,N/A,2016-06-30 14:29:00,10501 Lambert Ln in Austin (TX),Stray,Normal,Intact Female,1 month,Australian Shepherd Mix,Black,,1,4.0
A730231,N/A,2016-06-30 14:29:00,10501 Lambert Ln in Austin (TX),Stray,Normal,Intact Male,1 month,Australian Shepherd Mix,Black,,1,5.0
A730232,Layla,2016-06-30 14:29:00,10501 Lambert Ln in Austin (TX),Stray,Normal,Intact Female,1 month,Australian Shepherd Mix,Blue,Black,1,4.0
A730233,*Java,2016-06-30 14:56:00,16604 Easybend Dr in Austin (TX),Stray,Injured,Intact Male,2 years,Labrador Retriever Mix,Black,White,1,32.0
A730234,Max,2016-06-30 15:05:00,20424 Rita Blanca in Travis (TX),Public Assist,Injured,Neutered Male,1 year,German Shepherd Mix,Black,Brown,1,27.0
A730250,*Bridget,2016-06-30 17:49:00,Ullman And Storm Dr in Austin (TX),Stray,Normal,Intact Female,2 months,German Shepherd Mix,Brown,Black,1,3.0
A730252,Ellie,2016-06-30 18:29:00,1900 Burton Drive in Austin (TX),Stray,Normal,Intact Female,8 months,Labrador Retriever Mix,White,,1,57.0
A730253,*Barney,2016-06-30 20:59:00,5833 Westminster Drive in Austin (TX),Stray,Normal,Intact Male,2 years,Beagle Mix,Brown,White,2,6.0
A730259,Jolie,2016-07-01 09:31:00,S Congress And Stassney Ln in Austin (TX),Stray,Normal,Intact Female,5 months,German Shepherd,Black,Brown,1,17.0
